(6,17)
(6,18)
(6,24)
(7,22)
(6,22)
(6,18)
(6,20)
(6,21)
(6,21)
(7,20)
(6,21)
(6,20)
(6,19)
(6,25)
(6,22)
(7,18)
(6,22)
(6,21)
(6,18)
(6,19)
(6,24)
(7,17)
(6,23)
(6,19)
(6,23)
(5,22)
(6,21)
(6,20)
(5,17)
(5,21)
(5,20)
(5,24)
(5,22)
(6,24)
(5,22)
(5,18)
(5,21)
(5,22)
(5,21)
(5,20)
(5,21)
(5,19)
(5,21)
(5,23)
(5,18)
(5,24)
(5,18)
(5,17)
(5,21)
(5,21)
(5,17)
(7,19)
(5,23)
(5,22)
(5,19)
(5,20)
(5,17)
(5,22)
(6,19)
(6,24)
(5,21)
(5,19)
(5,20)
(5,18)
(5,19)
(5,18)
(5,24)
(5,20)
(5,19)
(5,16)
(6,19)
(6,24)
(6,19)
(6,23)
(7,18)
(6,21)
(6,19)
(6,22)
(6,22)
(6,24)
(7,20)
(6,20)
(6,19)
(6,20)
(6,23)
(5,22)
(7,20)
(6,19)
(6,20)
(6,18)
(6,22)
(5,23)
(7,20)
(6,23)
(5,20)
(5,19)
(6,26)
(5,23)
(6,20)
(5,19)
(6,22)
(6,20)
(6,24)
(6,20)
(7,24)
(6,21)
(6,17)
(6,20)
(6,23)
(6,22)
(7,22)
(6,19)
(6,23)
(6,20)
(6,18)
(6,25)
(7,22)
(6,21)
(6,24)
(6,21)
(6,21)
(6,23)
(7,24)
(6,23)
(6,21)
(6,21)
(6,25)
(6,21)
(7,26)
(6,22)
(6,21)
(6,24)
(6,25)
(6,22)
(7,23)
(6,23)
(6,24)
(6,26)
(5,30)
(5,21)
(6,24)
(5,24)
(6,20)
(6,26)
(5,25)
(5,23)
(6,24)
(5,22)
(5,21)
(5,33)
(6,24)
(6,21)
(7,23)
(6,22)
(6,23)
(6,23)
(6,24)
(6,25)
(7,20)
(6,24)
(6,28)
(6,21)
(6,23)
(6,31)
(6,27)
(6,25)
(6,26)
(6,22)
(6,28)
(6,22)
(6,28)
(6,23)
(6,26)
(6,21)
(6,25)
(7,23)
(6,25)
(6,26)
(6,27)
(6,27)
(6,25)
(7,31)
(6,30)
(5,29)
(6,26)
(6,28)
(6,27)
(7,21)
(6,30)
(6,28)
(6,24)
(6,26)
(6,31)
(7,32)
(6,26)
(6,26)
(6,26)
(6,26)
(6,21)
(7,31)
(6,29)
(6,28)
(6,27)
(6,24)
(6,29)
(7,26)
(6,26)
(6,28)
(6,27)
(6,25)
(6,26)
(6,31)
(6,32)
(6,22)
(6,28)
(6,30)
(7,27)
(6,29)
(6,25)
(6,29)
(6,28)
(6,24)
(7,28)
(6,30)
(6,23)
(6,29)
(6,29)
(6,29)
(7,26)
(6,30)
(6,31)
(6,29)
(7,33)
(6,28)
(8,33)
(7,33)
(7,34)
(7,30)
(7,32)
(8,30)
(7,35)
(7,35)
(7,30)
(7,30)
(8,35)
(8,32)
(7,35)
(7,33)
(7,30)
(8,32)
(7,32)
(7,30)
(7,32)
(8,35)
(8,30)
(7,33)
(7,32)
(8,35)
(7,30)
(8,34)
(7,32)
(7,32)
(7,35)
(7,34)
(8,33)
(7,33)
(7,30)
(7,31)
(7,30)
(7,33)
(7,34)
(6,33)
(6,30)
(6,35)
(6,30)
(7,32)
(6,28)
(6,30)
(6,32)
(6,27)
(6,35)
(7,31)
(6,30)
(6,29)
(6,20)
(6,29)
(6,32)
(7,27)
(6,24)
(6,28)
(6,27)
(6,27)
(5,30)
(6,26)
(6,23)
(6,26)
(6,21)
(6,25)
(6,22)
(6,24)
(6,28)
(6,25)
(6,25)
(6,26)
(6,29)
(6,21)
(6,25)
(6,23)
(6,30)
(5,23)
(5,28)
(6,26)
(6,22)
(6,25)
(6,28)
(6,19)
(7,25)
(6,27)
(6,26)
(6,24)
(6,23)
(6,29)
(7,30)
(5,22)
(6,25)
(6,28)
(6,26)
(6,22)
(7,24)
(6,31)
(6,23)
(6,21)
(6,34)
(6,34)
(7,26)
(6,22)
(6,31)
(6,29)
(6,24)
(6,22)
(7,30)
(6,26)
(6,20)
(6,28)
(6,31)
(5,25)
(7,25)
(6,27)
(6,27)
(6,27)
(6,24)
(6,31)
(6,25)
(6,25)
(6,34)
(6,33)
(6,22)
(7,24)
(6,32)
(6,28)
(6,25)
(6,29)
(6,30)
(7,31)
(6,29)
(6,29)
(6,31)
(6,29)
(6,21)
(7,34)
(6,27)
(6,26)
(6,30)
(6,32)
(6,30)
(7,28)
(6,27)
(6,28)
(7,33)
(6,25)
(6,30)
(7,32)
(6,26)
(7,24)
(6,30)
(6,30)
(8,33)
(7,30)
(7,34)
(7,32)
(7,31)
(7,33)
(9,32)
(7,33)
(7,31)
(7,35)
(7,33)
(8,33)
(7,30)
(7,35)
(7,33)
(8,33)
(7,31)
(7,34)
(8,35)
(7,32)
(8,33)
(7,30)
(7,31)
(7,35)
(7,30)
(7,33)
(7,35)
(7,33)
(7,33)
(7,33)
(7,33)
(7,33)
(7,32)
(7,30)
(7,30)
(7,33)
(8,32)
(7,35)
(7,37)
(7,35)
(6,33)
(7,33)
(6,32)
(7,35)
(7,30)
(6,30)
(8,33)
(6,33)
(6,32)
(7,35)
(6,28)
(6,32)
(8,31)
(6,29)
(6,27)
(6,28)
(6,29)
(6,22)
(7,28)
(6,32)
(6,30)
(6,24)
(6,24)
(6,28)
(6,23)
(6,26)
(6,27)
(6,21)
(6,26)
(6,27)
(6,24)
(5,25)
(6,25)
(6,23)
(6,21)
(7,21)
(6,27)
(6,23)
(6,19)
(6,23)
(6,30)
(7,26)
(6,22)
(6,23)
(6,23)
(6,30)
(5,25)
(7,24)
(6,26)
(6,22)
(6,20)
(6,22)
(6,22)
(7,23)
(6,22)
(6,21)
(6,22)
(6,25)
(6,23)
(7,25)
(5,22)
(6,25)
(6,29)
(6,22)
(6,25)
(7,28)
(6,26)
(6,22)
(6,23)
(6,26)
(6,28)
(7,23)
(6,25)
(6,34)
(6,20)
(6,23)
(6,28)
(6,31)
(6,24)
(6,22)
(6,26)
(6,27)
(7,27)
(6,25)
(6,30)
(6,27)
(6,23)
(6,35)
(7,28)
(6,28)
(6,27)
(6,28)
(6,28)
(6,21)
(7,27)
(6,27)
(6,28)
(6,29)
(6,22)
(6,28)
(7,30)
(6,28)
(6,27)
(6,35)
(6,27)
(7,30)
(7,33)
(7,33)
(7,30)
(7,32)
(7,30)
(7,32)
(7,33)
(7,31)
(7,32)
(7,33)
(8,32)
(7,30)
(8,35)
(7,30)
(9,30)
(7,33)
(8,34)
(7,31)
(7,34)
(8,32)
(7,33)
(7,32)
(7,30)
(7,33)
(9,32)
(7,32)
(7,30)
(7,30)
(7,33)
(7,34)
(7,30)
(6,30)
(7,35)
(6,29)
(6,33)
(8,32)
(6,26)
(6,24)
(6,35)
(6,32)
(6,29)
(7,27)
(6,32)
(6,28)
(6,21)
(6,23)
(6,30)
(7,23)
(6,22)
(6,27)
(6,21)
(6,24)
(6,30)
(7,23)
(6,25)
(6,26)
(6,26)
(6,29)
(6,24)
(7,23)
(6,24)
(6,23)
(5,25)
(5,25)
(5,24)
(6,22)
(6,24)
(5,21)
(5,22)
(5,22)
(5,20)
(5,23)
(5,24)
(5,25)
(5,19)
(5,18)
(5,22)
(5,21)
(5,24)
(5,24)
(5,22)
(5,19)
(5,22)
(5,21)
(5,21)
(5,25)
(5,20)
(5,21)
(6,20)
(5,18)
(5,25)
(5,24)
(5,20)
(5,22)
(6,23)
(5,19)
(5,22)
(5,24)
(5,20)
(5,19)
(6,21)
(5,23)
(6,22)
(5,22)
(6,23)
(6,20)
(7,18)
(5,22)
(5,25)
(6,20)
(6,22)
(5,20)
(6,19)
(6,18)
(6,19)
(6,25)
(6,21)
(6,20)
(7,23)
(6,20)
(6,16)
(6,23)
(6,21)
(6,19)
(7,17)
(6,18)
(6,20)
(6,16)
(6,15)
(6,22)
(7,21)
(6,17)
(6,23)
(6,18)
(6,18)
(6,20)
(7,20)
(6,20)
(6,17)
(6,20)
(6,22)
(6,21)
(7,17)
(6,18)
(6,16)
(6,17)
(6,20)
(6,23)
(7,20)
(6,20)
(6,22)
(6,19)
(6,22)
(6,19)
(7,20)
(6,21)
(6,21)
(6,23)
(6,24)
(6,17)
(7,20)
(6,22)
(6,18)
(6,24)
(6,19)
(6,22)
(7,18)
(6,22)
(6,20)
(6,19)
(6,22)
(6,23)
(7,21)
(6,20)
(6,24)
(6,23)
(6,21)
(6,19)
(7,23)
(6,21)
(6,22)
(6,23)
(6,20)
(6,20)
(7,20)
(6,20)
(6,24)
(6,23)
(6,19)
(6,21)
(7,19)
(6,20)
(6,23)
(6,21)
(6,19)
(6,16)
(6,18)
(6,19)
(6,18)
(6,18)
(6,20)
(6,18)
(6,22)
(6,19)
(6,17)
(6,20)
(6,21)
(6,23)
(6,17)
(6,18)
(6,22)
(6,21)
(6,19)
(7,20)
(6,19)
(6,21)
