(7,16)
(6,13)
(6,14)
(6,19)
(5,16)
(5,15)
(7,19)
(6,16)
(6,15)
(6,18)
(5,17)
(5,17)
(7,18)
(6,18)
(6,14)
(6,16)
(5,18)
(5,18)
(6,17)
(6,16)
(6,17)
(6,16)
(6,17)
(5,18)
(6,13)
(6,19)
(6,20)
(6,16)
(6,10)
(6,17)
(6,13)
(5,13)
(6,17)
(6,16)
(6,16)
(6,19)
(7,14)
(5,15)
(5,15)
(6,14)
(6,14)
(6,12)
(7,19)
(5,13)
(5,13)
(6,18)
(6,15)
(6,11)
(7,15)
(5,14)
(5,13)
(6,13)
(6,16)
(6,15)
(7,14)
(6,13)
(5,12)
(5,14)
(6,17)
(6,14)
(6,16)
(6,11)
(6,17)
(5,14)
(5,16)
(6,15)
(6,13)
(7,13)
(6,10)
(5,13)
(5,14)
(6,15)
(6,17)
(7,16)
(6,13)
(5,17)
(5,12)
(6,14)
(6,15)
(7,18)
(6,19)
(6,13)
(6,16)
(5,17)
(5,16)
(7,20)
(6,16)
(6,12)
(6,15)
(5,18)
(5,18)
(7,18)
(6,20)
(6,15)
(6,15)
(5,16)
(5,18)
(6,18)
(6,15)
(6,18)
(6,18)
(6,11)
(5,17)
(6,18)
(5,13)
(6,16)
(6,15)
(6,15)
(6,12)
(6,16)
(5,18)
(6,14)
(6,16)
(6,13)
(6,14)
(6,14)
(5,13)
(6,17)
(6,14)
(6,12)
(6,14)
(7,12)
(5,14)
(5,16)
(6,18)
(6,16)
(6,13)
(7,18)
(6,12)
(5,16)
(5,14)
(6,13)
(6,12)
(6,16)
(6,13)
(5,12)
(5,19)
(6,21)
(6,13)
(6,14)
(7,18)
(6,15)
(5,17)
(5,18)
(6,13)
(6,12)
(7,14)
(6,15)
(5,16)
(5,21)
(6,18)
(6,22)
(7,20)
(6,17)
(6,18)
(6,22)
(5,16)
(5,24)
(7,18)
(6,21)
(6,22)
(6,19)
(6,20)
(5,17)
(6,17)
(6,21)
(6,20)
(6,17)
(6,17)
(6,17)
(6,17)
(5,22)
(5,23)
(6,17)
(6,19)
(6,18)
(7,17)
(6,24)
(5,18)
(5,21)
(5,22)
(6,21)
(7,20)
(6,17)
(6,19)
(6,23)
(6,22)
(5,19)
(6,24)
(6,24)
(6,17)
(6,20)
(6,20)
(6,15)
(7,24)
(5,17)
(5,21)
(6,18)
(6,17)
(6,20)
(7,24)
(6,18)
(6,20)
(5,21)
(5,23)
(6,25)
(7,26)
(6,24)
(6,23)
(6,22)
(6,24)
(6,24)
(5,22)
(5,30)
(6,24)
(6,20)
(6,24)
(6,21)
(7,18)
(5,23)
(5,24)
(5,23)
(6,23)
(6,25)
(6,18)
(6,20)
(6,25)
(6,21)
(5,26)
(5,26)
(5,27)
(7,28)
(6,21)
(6,23)
(6,30)
(6,27)
(6,99)
(6,112)
(6,109)
(6,111)
(6,105)
(6,102)
(7,101)
(6,77)
(6,64)
(6,41)
(5,33)
(5,34)
(7,29)
(6,24)
(6,27)
(6,22)
(6,23)
(6,21)
(7,22)
(5,19)
(5,26)
(6,20)
(6,19)
(6,19)
(7,16)
(6,20)
(6,15)
(5,17)
(5,24)
(6,22)
(6,20)
(6,26)
(6,23)
(6,20)
(6,22)
(6,21)
(5,21)
(5,25)
(6,20)
(6,19)
(6,15)
(6,19)
(5,19)
(5,18)
(5,20)
(6,20)
(6,24)
(6,18)
(6,20)
(7,20)
(5,18)
(5,22)
(5,23)
(6,17)
(6,21)
(7,21)
(6,24)
(6,23)
(6,22)
(5,25)
(5,24)
(7,22)
(6,23)
(6,22)
(6,19)
(6,20)
(6,20)
(6,20)
(5,23)
(6,22)
(6,23)
(6,21)
(6,21)
(7,22)
(6,23)
(5,19)
(5,25)
(5,27)
(6,24)
(7,25)
(6,28)
(6,27)
(6,26)
(6,20)
(6,28)
(6,21)
(5,27)
(6,23)
(6,27)
(6,25)
(6,22)
(7,32)
(6,33)
(6,33)
(6,110)
(7,271)
(6,247)
(7,238)
(7,203)
(6,176)
(6,113)
(6,66)
(5,43)
(5,34)
(6,32)
(6,31)
(6,28)
(6,29)
(7,23)
(6,24)
(6,24)
(5,25)
(5,24)
(6,26)
(6,22)
(6,23)
(6,25)
(6,23)
(5,23)
(5,24)
(5,19)
(7,22)
(6,21)
(6,19)
(6,25)
(6,20)
(6,18)
(5,20)
(5,20)
(6,23)
(6,24)
(6,20)
(6,21)
(7,19)
(6,18)
(5,20)
(5,19)
(6,24)
(6,25)
(7,23)
(6,24)
(6,23)
(6,21)
(6,23)
(5,20)
(6,21)
(6,27)
(6,24)
(6,19)
(6,21)
(6,23)
(7,19)
(5,24)
(5,29)
(5,28)
(6,31)
(6,26)
(7,30)
(6,33)
(6,30)
(6,25)
(6,28)
(6,30)
(7,30)
(6,31)
(5,28)
(5,35)
(5,35)
(5,34)
(7,32)
(6,32)
(6,30)
(6,31)
(6,34)
(6,30)
(7,31)
(6,38)
(6,38)
(6,42)
(6,36)
(6,40)
(7,44)
(6,45)
(6,56)
(6,169)
(7,311)
(7,376)
(7,300)
(7,264)
(6,201)
(6,126)
(6,72)
(7,50)
(6,47)
(6,47)
(5,43)
(5,43)
(5,36)
(7,35)
(6,30)
(6,33)
(6,30)
(6,27)
(6,25)
(7,29)
(5,22)
(6,23)
(6,21)
(6,19)
(6,22)
(7,16)
(6,20)
(5,16)
(5,21)
(6,21)
(6,18)
(7,15)
(6,15)
(6,17)
(5,16)
(5,21)
(6,19)
(7,21)
(6,18)
(6,15)
(6,18)
(5,16)
(5,20)
(6,21)
(6,17)
(6,14)
(6,17)
(6,13)
(5,14)
(5,16)
(6,16)
(6,17)
(6,13)
(6,14)
(6,16)
(5,16)
(5,14)
(6,15)
(6,19)
(6,12)
(6,16)
(6,15)
