(7,9)
(6,5)
(6,10)
(6,6)
(5,4)
(5,8)
(7,8)
(6,5)
(6,6)
(6,6)
(5,9)
(5,8)
(7,9)
(6,6)
(6,9)
(6,6)
(6,3)
(5,9)
(6,9)
(6,8)
(6,7)
(6,6)
(6,9)
(5,8)
(5,9)
(6,8)
(6,9)
(6,10)
(6,7)
(5,9)
(5,10)
(5,8)
(6,12)
(6,2)
(6,6)
(6,7)
(6,7)
(5,6)
(5,9)
(6,6)
(6,10)
(6,9)
(6,10)
(6,11)
(5,13)
(6,13)
(6,19)
(6,13)
(6,12)
(7,14)
(6,15)
(6,11)
(5,6)
(5,14)
(6,16)
(7,12)
(6,10)
(6,14)
(6,13)
(6,12)
(6,14)
(7,16)
(5,16)
(5,19)
(6,17)
(6,21)
(6,13)
(7,15)
(6,15)
(6,14)
(6,12)
(6,16)
(5,15)
(6,17)
(6,17)
(6,16)
(6,13)
(6,18)
(6,17)
(7,20)
(6,17)
(6,16)
(5,16)
(5,17)
(6,16)
(7,18)
(6,17)
(6,14)
(6,14)
(6,15)
(6,15)
(7,15)
(5,17)
(5,20)
(6,20)
(6,21)
(6,18)
(7,15)
(6,18)
(6,15)
(6,17)
(6,15)
(6,14)
(6,13)
(5,16)
(6,17)
(6,20)
(6,17)
(6,19)
(7,19)
(6,18)
(6,14)
(6,16)
(5,17)
(5,18)
(6,17)
(6,17)
(6,17)
(6,15)
(6,20)
(6,17)
(7,20)
(6,15)
(6,18)
(6,17)
(5,16)
(5,15)
(6,18)
(6,18)
(6,20)
(6,21)
(6,19)
(6,19)
(7,19)
(6,13)
(6,13)
(5,17)
(5,15)
(6,17)
(7,18)
(6,17)
(6,16)
(6,15)
(6,17)
(6,15)
(7,18)
(6,16)
(5,19)
(5,21)
(5,17)
(6,18)
(7,16)
(6,13)
(6,19)
(6,15)
(6,15)
(6,16)
(7,18)
(6,20)
(6,18)
(5,15)
(5,18)
(6,17)
(7,19)
(6,17)
(6,17)
(6,14)
(6,17)
(6,19)
(7,17)
(6,18)
(5,19)
(5,18)
(5,18)
(6,18)
(6,17)
(6,15)
(6,17)
(6,17)
(6,15)
(6,14)
(7,19)
(6,21)
(5,19)
(5,21)
(6,20)
(6,16)
(6,15)
(6,14)
(6,18)
(6,17)
(6,16)
(6,14)
(5,16)
(5,16)
(5,21)
(6,21)
(6,20)
(6,19)
(6,17)
(6,14)
(6,18)
(6,17)
(6,15)
(5,16)
(5,18)
(7,17)
(6,19)
(6,20)
(6,19)
(6,17)
(6,17)
(7,17)
(6,16)
(6,14)
(5,16)
(5,19)
(5,17)
(7,17)
(6,18)
(6,14)
(6,16)
(6,21)
(6,21)
(7,18)
(6,17)
(5,14)
(5,18)
(6,15)
(6,18)
(7,17)
(6,16)
(6,16)
(6,15)
(6,14)
(6,19)
(7,18)
(5,17)
(5,21)
(6,18)
(6,20)
(6,18)
(7,17)
(6,14)
(6,15)
(6,14)
