(10,0)
1
16)
(10,3)
(11,19)
(10,14)
(10,16)
(10,9)
(11,18)
(10,12)
(10,13)
(10,5)
(11,14)
(10,13)
(10,16)
(10,15)
(12,14)
16)
(10,3)
(11,19)
(10,14)
(10,16)
(10,9)
(11,18)
(10,12)
(10,13)
(10,5)
(11,14)
(10,13)
(10,16)
(10,15)
(12,14)
(10,0)
(10,4)
(10,0)
(10,1)
(11,1)
(10,1)
(10,0)
(10,2)
(11,0)
(10,0)
(10,2)
(10,0)
(11,0)
(10,8)
(10,7)
(10,0)
(11,5)
(10,4)
(10,8)
(10,2)
(11,9)
(10,6)
(10,13)
(10,5)
(11,8)
(10,7)
(10,5)
(10,4)
(11,10)
(10,7)
(10,9)
(10,7)
(11,10)
(10,6)
(10,11)
(10,7)
(11,8)
(10,6)
(10,12)
(10,8)
(11,13)
(10,9)
(10,10)
(10,10)
(11,5)
(10,5)
(10,8)
(10,12)
(11,8)
(10,9)
(10,10)
(10,6)
(11,7)
(10,17)
(10,5)
(10,4)
(11,10)
(10,10)
(10,12)
(10,15)
(12,11)
(10,7)
(10,10)
(10,9)
(11,6)
(10,7)
(10,12)
(10,6)
(11,4)
(10,7)
(10,5)
(10,5)
(11,12)
(10,6)
(10,2)
(10,4)
(10,2)
(11,8)
(10,12)
(10,6)
(10,4)
(11,6)
(10,5)
(10,0)
(10,14)
(11,12)
(10,15)
(10,3)
(10,16)
(11,9)
(10,16)
(10,158)
(10,160)
(11,168)
(11,165)
(11,176)
(10,177)
(10,179)
(10,162)
(11,180)
(12,155)
(10,118)
(10,47)
(10,28)
(12,20)
(10,25)
(10,20)
(10,16)
(11,19)
(10,23)
(10,14)
(10,20)
(11,18)
(10,14)
(10,13)
(10,20)
(11,13)
(10,12)
(10,15)
(10,19)
(11,14)
(10,17)
(10,14)
(10,16)
(10,17)
(10,14)
(10,10)
(10,13)
(10,19)
(11,19)
(10,9)
(11,13)
(10,11)
(11,12)
(10,16)
(10,13)
